15968123,1326216,23
15965653,1326216,22
15963150,1326216,23
15960697,1326216,24
15958227,1326216,30
15955757,1326216,22
15953288,1326216,26
15950818,1326216,32
15948364,1326216,31
15945894,1326216,27
15943424,1326216,31
15940955,1326216,32
15938485,1326216,33
15936032,1326216,35
15933562,1326216,36
15931125,1326216,41
15928656,1326216,38
15926186,1326216,41
15923732,1326216,46
15921262,1326216,49
15918809,1326216,48
15916323,1326216,44
15913870,1326216,53
15911416,1326216,52
15908946,1326216,52
15906493,1326216,52
15904040,1326216,52
15901570,1326216,61
15899100,1326216,59
15896647,1326216,53
15894160,1326216,57
15891691,1326216,58
15889238,1326216,56
15886768,1326216,60
15884298,1326216,56
15881828,1326216,63
15879375,1326216,60
15876905,1326216,62
15874435,1326216,59
15871948,1326216,65
15869512,1326216,68
15867026,1326216,61
15864556,1326216,66
15862086,1326216,69
15859632,1326216,71
15857163,1326216,56
15854676,1326216,58
15852223,1326216,70
15849754,1326216,57
15847284,1326216,64
15844814,1326216,58
15842360,1326216,62
15839890,1326216,58
15837438,1326216,54
15834968,1326216,59
15832498,1326216,54
15830044,1326216,53
15827574,1326216,52
15825105,1326216,49
15822635,1326216,42
15820182,1326216,39
15817696,1326216,44
15815242,1326216,43
15812772,1326216,40
15810302,1326216,39
15807832,1326216,45
15805380,1326216,39
15802910,1326216,38
15800440,1326216,39
15797986,1326216,37
15795152,1326216,42
15792698,1326216,33
15790212,1326216,29
15787759,1326216,34
15785720,1339991,30
15788140,1339991,30
15790643,1339991,29
15793826,1339991,33
15796312,1339991,36
15798766,1339991,34
15801252,1339991,43
15803705,1339991,37
15806175,1339991,41
15808628,1339991,40
15811114,1339991,43
15813584,1339991,47
15816054,1339991,46
15818508,1339991,51
15820978,1339991,55
15823447,1340053,51
15825884,1339991,56
15828370,1339991,65
15830840,1339991,67
15833294,1339991,76
15835763,1339991,78
15838233,1339991,72
15840703,1339991,74
15843156,1339991,81
15845626,1339991,100
15848096,1339991,94
15850549,1339991,79
15853036,1339991,76
15855505,1339991,83
15857958,1339991,77
15861124,1339991,88
15863594,1339991,84
15866064,1339991,80
15868534,1339991,84
15871004,1339991,80
15873474,1339991,87
15875927,1339991,74
15878397,1339991,80
15880883,1339991,75
15883320,1339991,75
15885806,1339991,72
15888276,1339991,79
15890730,1339991,79
15893199,1339991,76
15895669,1339991,74
15898122,1339991,76
15900592,1339991,73
15903078,1339991,69
15905548,1339991,66
15908002,1339991,65
15910472,1339991,73
15912908,1339991,60
15915378,1339991,59
15917848,1339991,66
15920301,1339991,57
15922788,1339991,57
15925258,1339991,56
15927727,1339991,65
15930180,1339991,68
15932650,1339991,51
15935484,1339991,52
15937938,1339991,47
15940408,1339991,52
15942844,1339991,45
15946010,1339991,40
15948480,1339991,38
15950950,1339991,39
15953420,1339991,34
15955873,1339991,37
15958343,1339991,34
15960813,1339991,26
15963250,1339991,29
15965720,1339991,28
15968189,1339991,25
15970328,1353766,30
15967493,1353766,26
15964990,1353766,25
15962504,1353766,32
15960050,1353766,37
15957232,1353766,31
15954779,1353766,40
15952326,1353766,41
15949856,1353766,46
15947420,1353766,46
15944933,1353766,48
15942496,1353766,55
15940026,1353766,61
15937540,1353766,47
15935087,1353766,50
15932634,1353766,48
15930164,1353766,54
15927678,1353766,53
15925208,1353766,55
15922754,1353766,55
15920268,1353766,52
15917814,1353766,55
15915328,1353766,57
15912875,1353766,70
15910422,1353766,69
15907936,1353766,72
15904786,1353766,86
15902316,1353766,88
15899880,1353766,91
15897410,1353766,102
15894940,1353766,95
15892503,1353766,93
15890033,1353766,106
15887580,1353766,95
15885126,1353766,107
15882674,1353766,106
15880220,1353766,111
15877784,1353766,108
15875314,1353766,119
15872827,1353766,101
15870374,1353766,106
15867904,1353766,100
15865451,1353766,122
15862998,1353766,135
15860528,1353766,124
15858058,1353766,114
15854876,1353766,118
15852438,1353766,129
15849952,1353766,145
15847134,1353766,141
15844681,1353766,156
15842194,1353766,148
15839742,1353766,142
15837272,1353766,134
15834802,1353766,134
15831636,1353766,121
15829166,1353766,117
15826696,1353766,112
15823530,1353766,90
15821077,1353766,71
15818590,1353766,70
15816120,1353766,62
15813684,1353766,58
15810502,1353766,55
15808048,1353766,48
15805578,1353766,49
15803142,1353766,50
15800672,1353766,52
15798202,1353766,48
15795417,1353766,39
15792930,1353766,44
15790461,1353766,41
15787643,1353766,40
